Sales,City,State,Region,Category,Product Name
6.08,Detroit,Michigan,Central,Office Supplies,Staples
19.90,Watertown,New York,East,Office Supplies,"Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter"
70.71,Watertown,New York,East,Furniture,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats"
18.84,Columbus,Georgia,South,Furniture,"Eldon 200 Class Desk Accessories, Smoke"
8.64,Apple Valley,Minnesota,Central,Office Supplies,Newell 346
1633.19,Burlington,North Carolina,South,Office Supplies,GBC DocuBind P400 Electric Binding System
19.76,Saginaw,Michigan,Central,Furniture,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene"
6.61,San Francisco,California,West,Office Supplies,"ACCOHIDE 3-Ring Binder, Blue, 1"""
7.28,San Francisco,California,West,Office Supplies,Presstex Flexible Ring Binders
144.78,San Francisco,California,West,Furniture,Global Ergonomic Managers Chair
156.79,Seattle,Washington,West,Technology,Plantronics Calisto P620-M USB Wireless Speakerphone System
431.98,Seattle,Washington,West,Technology,Google Nexus 5
35.89,Seattle,Washington,West,Office Supplies,Jet-Pak Recycled Peel 'N' Seal Padded Mailers
47.21,Seattle,Washington,West,Office Supplies,Ibico Plastic and Wire Spiral Binding Combs
248.08,Seattle,Washington,West,Office Supplies,Xerox 1880
189.70,Seattle,Washington,West,Office Supplies,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate"
59.81,Seattle,Washington,West,Office Supplies,GBC Standard Therm-A-Bind Covers
90.99,Milwaukee,Wisconsin,Central,Furniture,Global Highback Leather Tilter in Burgundy
1526.56,Milwaukee,Wisconsin,Central,Furniture,"Lifetime Advantage Folding Chairs, 4/Carton"
368.97,Milwaukee,Wisconsin,Central,Furniture,"Global High-Back Leather Tilter, Burgundy"
305.01,Los Angeles,California,West,Office Supplies,"File Shuttle II and Handi-File, Black"
18.70,Los Angeles,California,West,Furniture,"Executive Impressions 13-1/2"" Indoor/Outdoor Wall Clock"
38.29,San Francisco,California,West,Furniture,Advantus Panel Wall Acrylic Frame
26.25,San Diego,California,West,Furniture,"Eldon 400 Class Desk Accessories, Black Carbon"
64.96,San Diego,California,West,Office Supplies,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear"
43.70,San Diego,California,West,Office Supplies,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes"
41.60,Glendale,Arizona,West,Technology,Memorex Micro Travel Drive 8 GB
23.12,Glendale,Arizona,West,Office Supplies,Xerox 1978
113.89,Glendale,Arizona,West,Furniture,Harbour Creations 67200 Series Stacking Chairs
113.57,Glendale,Arizona,West,Furniture,"Tenex V2T-RE Standard Weight Series Chair Mat, 45"" x 53"", Lip 25"" x 12"""
7.92,Glendale,Arizona,West,Technology,Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple
671.98,Glendale,Arizona,West,Technology,Samsung Galaxy Mega 6.3
39.99,New York City,New York,East,Technology,GE DSL Phone Line Filter
191.65,Watertown,New York,East,Furniture,"Situations Contoured Folding Chairs, 4/Set"
2.31,Springfield,Ohio,East,Office Supplies,DXL Angle-View Binders with Locking Rings by Samsill
19.94,Los Angeles,California,West,Office Supplies,Avery Hole Reinforcements
45.92,Los Angeles,California,West,Office Supplies,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box"
20.34,Seattle,Washington,West,Office Supplies,Strathmore Photo Mount Cards
39.28,Seattle,Washington,West,Office Supplies,Avery 478
81.57,Oceanside,California,West,Furniture,"Global Deluxe Stacking Chair, Gray"
97.18,Oceanside,California,West,Furniture,"Global Value Steno Chair, Gray"
24.32,Oceanside,California,West,Office Supplies,Prestige Round Ring Binders
18.96,Oceanside,California,West,Furniture,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7"
32.95,Skokie,Illinois,Central,Furniture,DAX Wood Document Frame
30.02,Skokie,Illinois,Central,Office Supplies,Staple magnet
499.58,Fayetteville,North Carolina,South,Office Supplies,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators"
31.10,Fayetteville,North Carolina,South,Office Supplies,Xerox 220
13.27,Fayetteville,North Carolina,South,Office Supplies,Avery Durable Poly Binders
28.27,Fayetteville,North Carolina,South,Furniture,"Executive Impressions 12"" Wall Clock"
259.14,Fayetteville,North Carolina,South,Office Supplies,Carina Double Wide Media Storage Towers in Natural & Black
10.80,Tulsa,Oklahoma,Central,Office Supplies,Peel & Stick Add-On Corner Pockets
244.01,Allen,Texas,Central,Furniture,Chromcraft Round Conference Tables
15.94,Allen,Texas,Central,Office Supplies,Xerox 198
188.55,Philadelphia,Pennsylvania,East,Furniture,"Safco Chair Connectors, 6/Carton"
22.58,Rochester,New York,East,Office Supplies,X-Rack File for Hanging Folders
545.94,Mount Pleasant,South Carolina,South,Furniture,Global Highback Leather Tilter in Burgundy
20.74,Philadelphia,Pennsylvania,East,Office Supplies,Xerox 1997
43.30,Philadelphia,Pennsylvania,East,Furniture,"DataProducts Ampli Magnifier Task Lamp, Black,"
123.14,Seattle,Washington,West,Furniture,"Safco Chair Connectors, 6/Carton"
11.26,Seattle,Washington,West,Office Supplies,Self-Adhesive Ring Binder Labels
53.42,Springfield,Oregon,West,Office Supplies,File Shuttle I and Handi-File
275.49,Springfield,Oregon,West,Furniture,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables"
24.96,Columbus,Georgia,South,Furniture,Eldon Expressions Mahogany Wood Desk Collection
19.36,Columbus,Georgia,South,Office Supplies,"Wirebound Service Call Books, 5 1/2"" x 4"""
1267.65,Columbus,Georgia,South,Office Supplies,"Fellowes Strictly Business Drawer File, Letter/Legal Size"
12.99,Los Angeles,California,West,Technology,SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card
18.56,Los Angeles,California,West,Office Supplies,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear"
449.15,Los Angeles,California,West,Office Supplies,Fellowes Officeware Wire Shelving
31.25,Los Angeles,California,West,Office Supplies,Avery Heavy-Duty EZD  Binder With Locking Rings
61.44,New York City,New York,East,Office Supplies,Kensington 6 Outlet Guardian Standard Surge Protector
895.92,Detroit,Michigan,Central,Office Supplies,GBC DocuBind TL200 Manual Binding Machine
55.36,Stockton,California,West,Office Supplies,VariCap6 Expandable Binder
55.92,Phoenix,Arizona,West,Office Supplies,Eldon Fold 'N Roll Cart System
24.90,Philadelphia,Pennsylvania,East,Office Supplies,Staple envelope
3.98,Philadelphia,Pennsylvania,East,Furniture,Stacking Trays by OIC
95.97,Philadelphia,Pennsylvania,East,Technology,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling
206.99,Philadelphia,Pennsylvania,East,Technology,Epson Perfection V600 Photo Scanner
44.42,Philadelphia,Pennsylvania,East,Office Supplies,Fellowes Advanced 8 Outlet Surge Suppressor with Phone/Fax Protection
9.01,Philadelphia,Pennsylvania,East,Office Supplies,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb"
19.00,Sterling Heights,Michigan,Central,Office Supplies,Durable Pressboard Binders
33.38,Rochester,New York,East,Office Supplies,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity"
207.48,New York City,New York,East,Office Supplies,Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection
91.68,Eau Claire,Wisconsin,Central,Office Supplies,Surelock Post Binders
904.90,New York City,New York,East,Office Supplies,Avanti 4.4 Cu. Ft. Refrigerator
34.27,Rancho Cucamonga,California,West,Office Supplies,Avery Premier Heavy-Duty Binder with Round Locking Rings
191.82,Murray,Kentucky,South,Furniture,"Howard Miller 16"" Diameter Gallery Wall Clock"
243.88,Toledo,Ohio,East,Office Supplies,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection
12.03,Louisville,Colorado,West,Office Supplies,Insertable Tab Post Binder Dividers
2549.99,Louisville,Colorado,West,Technology,Lexmark MX611dhe Monochrome Laser Printer
21.59,Louisville,Colorado,West,Office Supplies,GBC VeloBinder Manual Binding System
8.96,Louisville,Colorado,West,Office Supplies,Cardinal Holdit Business Card Pockets
20.74,Louisville,Colorado,West,Office Supplies,Xerox 225
344.22,New York City,New York,East,Furniture,"Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer"
727.30,Pharr,Texas,Central,Office Supplies,SAFCO Boltless Steel Shelving
22.61,Pharr,Texas,Central,Furniture,Flat Face Poster Frame
666.40,Pharr,Texas,Central,Technology,WD My Passport Ultra 2TB Portable External Hard Drive
5.04,West Jordan,Utah,West,Office Supplies,Alliance Rubber Bands
92.94,West Jordan,Utah,West,Office Supplies,Xerox 1988
66.69,West Jordan,Utah,West,Furniture,"Executive Impressions 14"" Contract Wall Clock"
91.68,West Jordan,Utah,West,Office Supplies,Deluxe Heavy-Duty Vinyl Round Ring Binder
327.73,Brownsville,Texas,Central,Furniture,"Atlantic Metals Mobile 2-Shelf Bookcases, Custom Colors"
52.27,New York City,New York,East,Office Supplies,Storex Dura Pro Binders
17.94,New York City,New York,East,Office Supplies,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright)
254.35,Philadelphia,Pennsylvania,East,Furniture,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped"
8.29,Billings,Montana,West,Office Supplies,"SlimView Poly Binder, 3/8"""
504.90,Chesapeake,Virginia,South,Furniture,Hon Valutask Swivel Chairs
403.17,Gresham,Oregon,West,Technology,BlackBerry Q10
194.32,Lincoln Park,Michigan,Central,Furniture,O'Sullivan 2-Shelf Heavy-Duty Bookcases
25.99,Lincoln Park,Michigan,Central,Office Supplies,"BOSTON Ranger #55 Pencil Sharpener, Black"
195.14,Gresham,Oregon,West,Furniture,Novimex Fabric Task Chair
20.74,Philadelphia,Pennsylvania,East,Office Supplies,Xerox 231
53.70,Monroe,Louisiana,South,Technology,Kingston Digital DataTraveler 16GB USB 2.0
36.26,Monroe,Louisiana,South,Office Supplies,"SlimView Poly Binder, 3/8"""
56.30,Monroe,Louisiana,South,Office Supplies,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black"
32.40,Monroe,Louisiana,South,Office Supplies,Xerox 222
29.16,Monroe,Louisiana,South,Furniture,DAX Clear Channel Poster Frame
171.29,Pasadena,California,West,Furniture,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table"
16.72,Chattanooga,Tennessee,South,Furniture,"Eldon Image Series Desk Accessories, Burgundy"
12.96,Long Beach,California,West,Office Supplies,Xerox 1996
22.18,Long Beach,California,West,Office Supplies,#10 Self-Seal White Envelopes
2054.27,Long Beach,California,West,Furniture,Hon Pagoda Stacking Chairs
1022.97,Troy,Ohio,East,Technology,Cisco Unified IP Phone 7945G VoIP phone
13.90,Minneapolis,Minnesota,Central,Office Supplies,Newell 339
26.38,Minneapolis,Minnesota,Central,Office Supplies,Easy-staple paper
43.18,Seattle,Washington,West,Office Supplies,DXL Angle-View Binders with Locking Rings by Samsill
411.80,Columbus,Georgia,South,Furniture,Bevis 44 x 96 Conference Tables
360.00,Columbus,Georgia,South,Technology,NETGEAR N750 Dual Band Wi-Fi Gigabit Router
41.96,Meridian,Idaho,West,Furniture,36X48 HARDFLOOR CHAIRMAT
227.84,Meridian,Idaho,West,Office Supplies,"Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit"
37.94,Meridian,Idaho,West,Office Supplies,Computer Printout Paper with Letter-Trim Perforations
517.90,Detroit,Michigan,Central,Technology,Nortel Meridian M5316 Digital phone
5.28,Detroit,Michigan,Central,Office Supplies,Storex Flexible Poly Binders with Double Pockets
2799.96,Chicago,Illinois,Central,Technology,Canon Imageclass D680 Copier / Fax
8.96,San Francisco,California,West,Office Supplies,Ampad #10 Peel & Seel Holiday Envelopes
31.50,San Francisco,California,West,Office Supplies,Avery 518
30.56,San Francisco,California,West,Furniture,"Linden 10"" Round Wall Clock, Black"
24.37,San Francisco,California,West,Furniture,Anderson Hickey Conga Table Tops & Accessories
119.98,Newark,Ohio,East,Technology,Plantronics Audio 478 Stereo USB Headset
26.88,Dallas,Texas,Central,Office Supplies,"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad"
83.97,Newark,Delaware,East,Technology,Apple EarPods with Remote and Mic
104.97,Newark,Delaware,East,Technology,"Perixx PERIBOARD-512B, Ergonomic Split Keyboard"
90.80,Albuquerque,New Mexico,West,Office Supplies,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h"
140.74,Albuquerque,New Mexico,West,Technology,OtterBox Commuter Series Case - iPhone 5 & 5s
214.95,Albuquerque,New Mexico,West,Technology,Logitech Wireless Headset H600 Over-The-Head Design
45.36,Albuquerque,New Mexico,West,Office Supplies,Xerox 230
288.24,Albuquerque,New Mexico,West,Office Supplies,Xerox 1885
663.94,Toledo,Ohio,East,Office Supplies,Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection
2934.33,Newark,Delaware,East,Office Supplies,Smead Adjustable Mobile File Trolley with Lockable Top
124.41,Newark,Delaware,East,Furniture,Eldon Econocleat Chair Mats for Low Pile Carpets
57.75,Newark,Delaware,East,Office Supplies,Deluxe Chalkboard Eraser Cleaner
114.46,Los Angeles,California,West,Office Supplies,Recycled Steel Personal File for Hanging File Folders
120.67,Los Angeles,California,West,Furniture,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray"
342.86,Dallas,Texas,Central,Office Supplies,Letter Size Cart
16.74,Dallas,Texas,Central,Furniture,Westinghouse Clip-On Gooseneck Lamps
981.37,Dallas,Texas,Central,Furniture,HON 5400 Series Task Chairs for Big and Tall
31.84,San Diego,California,West,Office Supplies,4009 Highlighters by Sanford
12.96,Apple Valley,California,West,Office Supplies,Xerox 220
43.18,Apple Valley,California,West,Technology,invisibleSHIELD by ZAGG Smudge-Free Screen Protector
58.34,Louisville,Kentucky,South,Office Supplies,Binding Machine Supplies
539.97,Louisville,Kentucky,South,Technology,Google Nexus 5
3.93,New York City,New York,East,Office Supplies,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue"
252.78,Houston,Texas,Central,Office Supplies,GBC ProClick 150 Presentation Binding System
127.98,Houston,Texas,Central,Technology,Razer Kraken PRO Over Ear PC and Music Headset
3.98,Houston,Texas,Central,Furniture,Stacking Trays by OIC
12.99,Houston,Texas,Central,Office Supplies,Belkin F9S820V06 8 Outlet Surge
61.00,Henderson,Kentucky,South,Furniture,Advantus Panel Wall Certificate Holder - 8.5x11
671.93,Henderson,Kentucky,South,Technology,Vtech CS6719
447.86,Newark,Delaware,East,Office Supplies,GBC ProClick Punch Binding System
479.95,Newark,Delaware,East,Technology,Pyle PMP37LED
166.44,Newark,Delaware,East,Office Supplies,Xerox 194
31.68,Bolingbrook,Illinois,Central,Office Supplies,Acme Tagit Stainless Steel Antibacterial Scissors
10.37,Bolingbrook,Illinois,Central,Office Supplies,Xerox 206
12.03,Bolingbrook,Illinois,Central,Office Supplies,Staples
5.77,Bolingbrook,Illinois,Central,Office Supplies,Holmes Odor Grabber
33.12,Fort Worth,Texas,Central,Office Supplies,"Avery Address/Shipping Labels for Typewriters, 4"" x 2"""
220.27,Fort Worth,Texas,Central,Furniture,Sauder Barrister Bookcases
10.78,New York City,New York,East,Office Supplies,Avery Non-Stick Binders
242.35,New York City,New York,East,Furniture,"Bush Westfield Collection Bookcases, Fully Assembled"
695.16,Providence,Rhode Island,East,Office Supplies,Premier Electric Letter Opener
220.98,Providence,Rhode Island,East,Furniture,"Bush Cubix Collection Bookcases, Fully Assembled"
12.96,Columbus,Ohio,East,Office Supplies,"Universal Recycled Hanging Pressboard Report Binders, Letter Size"
25.68,New York City,New York,East,Office Supplies,Xerox 1980
15.71,Houston,Texas,Central,Office Supplies,Avery 493
298.46,Aurora,Illinois,Central,Office Supplies,"Fellowes Mobile File Cart, Black"
21.93,Springfield,Missouri,Central,Office Supplies,Strathmore Photo Frame Cards
242.94,Springfield,Missouri,Central,Office Supplies,"Carina 42""Hx23 3/4""W Media Storage Unit"
7.64,Springfield,Missouri,Central,Office Supplies,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4"
51.84,Springfield,Missouri,Central,Office Supplies,Xerox 1993
265.17,Springfield,Missouri,Central,Office Supplies,Tennsco 6- and 18-Compartment Lockers
837.60,Seattle,Washington,West,Technology,Okidata C331dn Printer
135.90,Seattle,Washington,West,Office Supplies,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White"
34.68,Seattle,Washington,West,Office Supplies,Xerox 1978
532.70,Seattle,Washington,West,Furniture,Office Star Flex Back Scooter Chair with White Frame
43.10,Seattle,Washington,West,Office Supplies,"Acco Six-Outlet Power Strip, 4' Cord Length"
15.88,Seattle,Washington,West,Office Supplies,Acme Rosewood Handle Letter Opener
1123.92,Lakeland,Florida,South,Furniture,Hon 2090 ?Pillow Soft? Series Mid Back Swivel/Tilt Chairs
249.58,Lakeland,Florida,South,Technology,Cisco SPA301
48.67,Lakeland,Florida,South,Furniture,"Seth Thomas 8 1/2"" Cubicle Clock"
60.77,Lakeland,Florida,South,Office Supplies,"Hunt PowerHouse Electric Pencil Sharpener, Blue"
78.60,Lakeland,Florida,South,Office Supplies,Ibico Laser Imprintable Binding System Covers
3.77,Lakeland,Florida,South,Office Supplies,GBC Standard Plastic Binding Systems' Combs
1036.62,Lakeland,Florida,South,Office Supplies,Tennsco 16-Compartment Lockers with Coat Rack
563.81,Lakeland,Florida,South,Office Supplies,Fellowes High-Stak Drawer Files
258.53,Philadelphia,Pennsylvania,East,Technology,Aastra 6757i CT Wireless VoIP phone
49.12,New York City,New York,East,Office Supplies,Xerox 1907
44.46,Los Angeles,California,West,Furniture,"Executive Impressions 14"" Contract Wall Clock"
241.57,Los Angeles,California,West,Furniture,DMI Arturo Collection Mission-style Design Wood Chair
395.00,Los Angeles,California,West,Technology,First Data FD10 PIN Pad
627.17,Los Angeles,California,West,Technology,GE 30524EE4
13.28,Oceanside,New York,East,Furniture,G.E. Longer-Life Indoor Recessed Floodlight Bulbs
12.67,Oceanside,New York,East,Office Supplies,"Wilson Jones 1"" Hanging DublLock Ring Binders"
30.56,Dallas,Texas,Central,Office Supplies,Surelock Post Binders
77.95,Dallas,Texas,Central,Office Supplies,Fellowes Neat Ideas Storage Cubes
67.99,Dallas,Texas,Central,Technology,Panasonic KX TS3282W Corded phone
12.22,Dallas,Texas,Central,Office Supplies,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes"
44.78,Dallas,Texas,Central,Technology,MaxellÿLTO Ultrium - 800 GB
22.85,Dallas,Texas,Central,Furniture,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany"
206.43,New York City,New York,East,Office Supplies,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter"
210.39,San Antonio,Texas,Central,Office Supplies,GBC DocuBind 300 Electric Binding Machine
119.96,Cincinnati,Ohio,East,Technology,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling
10.61,Cincinnati,Ohio,East,Office Supplies,Newell 311
347.80,Austin,Texas,Central,Furniture,"Situations Contoured Folding Chairs, 4/Set"
963.14,Seattle,Washington,West,Furniture,"Global Leather and Oak Executive Chair, Black"
88.78,Seattle,Washington,West,Technology,"Logitech B530 USBÿHeadsetÿ-ÿheadsetÿ- Full size, Binaural"
32.40,Los Angeles,California,West,Office Supplies,"BIC Brite Liner Highlighters, Chisel Tip"
32.40,New York City,New York,East,Office Supplies,Xerox 226
31.05,Seattle,Washington,West,Office Supplies,Avery 489
2025.36,Newark,Ohio,East,Technology,Plantronics Savi W720 Multi-Device Wireless Headset System
1799.99,Newark,Ohio,East,Technology,Cubify CubeX 3D Printer Double Head Print
101.99,Newark,Ohio,East,Technology,Panasonic KX TS3282W Corded phone
262.86,Newark,Ohio,East,Furniture,"Howard Miller 13"" Diameter Goldtone Round Wall Clock"
735.98,Maple Grove,Minnesota,Central,Office Supplies,Ibico Ibimaster 300 Manual Binding System
93.02,Glendale,Arizona,West,Office Supplies,White Computer Printout Paper by Universal
284.36,New York City,New York,East,Furniture,Chromcraft Rectangular Conference Tables
26.00,New York City,New York,East,Technology,Memorex Micro Travel Drive 8 GB
67.64,Jacksonville,North Carolina,South,Office Supplies,"Tenex Personal Self-Stacking Standard File Box, Black/Gray"
119.98,Jacksonville,North Carolina,South,Technology,Case Logic 2.4GHz Wireless Keyboard
5.18,Houston,Texas,Central,Office Supplies,Wilson Jones Impact Binders
15.56,San Francisco,California,West,Office Supplies,Staple envelope
78.35,San Francisco,California,West,Office Supplies,"#10 White Business Envelopes,4 1/8 x 9 1/2"
59.52,San Francisco,California,West,Office Supplies,Newell 34
38.52,San Francisco,California,West,Office Supplies,Xerox 1971
239.98,San Francisco,California,West,Technology,Polycom CX300 Desktop Phone USB VoIP phone
19.35,San Francisco,California,West,Office Supplies,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book"
67.00,Lansing,Michigan,Central,Furniture,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp
390.27,Tallahassee,Florida,South,Furniture,Novimex Fabric Task Chair
62.19,Tallahassee,Florida,South,Office Supplies,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright)
23.88,Columbia,South Carolina,South,Office Supplies,Ibico Presentation Index for Binding Systems
3.17,Chicago,Illinois,Central,Office Supplies,Avery Durable Slant Ring Binders
528.43,Chicago,Illinois,Central,Furniture,"Global Airflow Leather Mesh Back Chair, Black"
13.39,Chicago,Illinois,Central,Office Supplies,Newell 33
181.86,Detroit,Michigan,Central,Office Supplies,Boston 1799 Powerhouse Electric Pencil Sharpener
180.59,Fort Collins,Colorado,West,Furniture,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors"
47.98,Fort Collins,Colorado,West,Technology,Belkin F8E887 USB Wired Ergonomic Keyboard
18.76,New York City,New York,East,Office Supplies,"Rediform S.O.S. 1-Up Phone Message Bk, 4-1/4x3-1/16 Bk, 1 Form/Pg, 40 Messages/Bk, 3/Pk"
20.94,New York City,New York,East,Furniture,"Eldon Expressions Wood and Plastic Desk Accessories, Cherry Wood"
58.68,New York City,New York,East,Furniture,"Seth Thomas 14"" Putty-Colored Wall Clock"
254.90,New York City,New York,East,Office Supplies,Eureka The Boss Cordless Rechargeable Stick Vac
9.64,Columbia,Maryland,East,Office Supplies,Wilson Jones Turn Tabs Binder Tool for Ring Binders
826.62,Columbia,Maryland,East,Technology,MaxellÿiVDR EX 500GB Cartridge
1633.14,Columbia,Maryland,East,Office Supplies,Adjustable Depth Letter/Legal Cart
544.38,Columbia,Maryland,East,Office Supplies,Adjustable Depth Letter/Legal Cart
26.05,Houston,Texas,Central,Office Supplies,Satellite Sectional Post Binders
74.35,Houston,Texas,Central,Office Supplies,Staple envelope
69.93,Lowell,Massachusetts,East,Technology,PowerGen Dual USB Car Charger
3.75,Woodland,California,West,Office Supplies,Avery 510
20.93,Woodland,California,West,Office Supplies,Wilson Jones Four-Pocket Poly Binders
12.67,Chicago,Illinois,Central,Office Supplies,Sterilite Show Offs Storage Containers
65.99,New York City,New York,East,Technology,Plantronics 81402
6.37,Missouri City,Texas,Central,Office Supplies,Presstex Flexible Ring Binders
3.65,Houston,Texas,Central,Office Supplies,Prestige Round Ring Binders
31.10,Houston,Texas,Central,Office Supplies,Xerox 216
23.34,Jackson,Mississippi,South,Office Supplies,"Alliance Super-Size Bands, Assorted Sizes"
29.97,New York City,New York,East,Technology,"Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White"
3.37,Tempe,Arizona,West,Office Supplies,Accohide Poly Flexible Ring Binders
95.97,Jacksonville,North Carolina,South,Technology,"BlueLounge Milo Smartphone Stand, White/Metallic"
18.70,Philadelphia,Pennsylvania,East,Office Supplies,Avery Fluorescent Highlighter Four-Color Set
149.23,Akron,Ohio,East,Furniture,Deflect-o Glass Clear Studded Chair Mats
15.94,Akron,Ohio,East,Office Supplies,Xerox 1949
601.54,San Diego,California,West,Technology,Jabra SPEAK 410
10.99,San Diego,California,West,Technology,Memorex Froggy Flash Drive 4 GB
39.88,San Diego,California,West,Furniture,Luxo Economy Swing Arm Lamp
62.24,San Diego,California,West,Office Supplies,"Southworth 100% R‚sum‚ Paper, 24lb."
53.20,San Diego,California,West,Furniture,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry"
39.84,San Diego,California,West,Office Supplies,Avery White Multi-Purpose Labels
349.95,Fresno,California,West,Technology,Logitech G500s Laser Gaming Mouse with Adjustable Weight Tuning
377.93,Fresno,California,West,Technology,netTALK DUO VoIP Telephone Service
13.39,Pearland,Texas,Central,Office Supplies,Staple envelope
11.23,Pearland,Texas,Central,Office Supplies,Insertable Tab Post Binder Dividers
207.24,Richmond,Indiana,Central,Office Supplies,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector
1.50,Philadelphia,Pennsylvania,East,Office Supplies,"OIC #2 Pencils, Medium Soft"
34.85,Philadelphia,Pennsylvania,East,Office Supplies,Holmes HEPA Air Purifier
75.18,San Mateo,California,West,Office Supplies,Avery 485
149.97,Oakland,California,West,Technology,Plantronics Audio 478 Stereo USB Headset
931.18,New York City,New York,East,Office Supplies,Fellowes PB300 Plastic Comb Binding Machine
430.88,New York City,New York,East,Technology,Aastra 6757i CT Wireless VoIP phone
94.85,Lakewood,New Jersey,East,Office Supplies,Computer Printout Paper with Letter-Trim Perforations
51.12,Lakewood,New Jersey,East,Office Supplies,Globe Weis Peel & Seel First Class Envelopes
90.00,Lakewood,New Jersey,East,Technology,NETGEAR N750 Dual Band Wi-Fi Gigabit Router
9.41,Tempe,Arizona,West,Office Supplies,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages"
4.67,Tempe,Arizona,West,Office Supplies,Staples
318.40,Tempe,Arizona,West,Technology,Bose SoundLink Bluetooth Speaker
12.77,Tempe,Arizona,West,Office Supplies,Letter or Legal Size Expandable Poly String Tie Envelopes
15.36,Tempe,Arizona,West,Office Supplies,Stiletto Hand Letter Openers
230.38,Tempe,Arizona,West,Technology,Pyle PMP37LED
7.16,Tempe,Arizona,West,Technology,Kingston Digital DataTraveler 16GB USB 2.0
375.34,New York City,New York,East,Office Supplies,Tennsco Single-Tier Lockers
114.90,New York City,New York,East,Furniture,"Seth Thomas 12"" Clock w/ Goldtone Case"
26.05,Houston,Texas,Central,Office Supplies,Satellite Sectional Post Binders
2.90,Houston,Texas,Central,Office Supplies,"GBC White Gloss Covers, Plain Front"
32.54,Houston,Texas,Central,Office Supplies,Tennsco Commercial Shelving
3.98,Riverside,California,West,Office Supplies,Cardinal Holdit Business Card Pockets
181.80,Fairfield,Connecticut,East,Furniture,"Bevis Round Bullnose 29"" High Table Top"
44.94,New York City,New York,East,Office Supplies,Super Decoflex Portable Personal File
45.58,New York City,New York,East,Office Supplies,Poly Designer Cover & Back
318.43,Houston,Texas,Central,Furniture,"Global Wood Trimmed Manager's Task Chair, Khaki"
122.92,Houston,Texas,Central,Technology,Samsung HM1900 Bluetooth Headset
7.07,Houston,Texas,Central,Furniture,Eldon Wave Desk Accessories
56.45,Arlington,Virginia,South,Office Supplies,X-Rack File for Hanging Folders
13.47,Chicago,Illinois,Central,Office Supplies,"SlimView Poly Binder, 3/8"""
219.80,Grand Prairie,Texas,Central,Technology,Cisco SPA112 2 Port Phone Adapter
317.06,Grand Prairie,Texas,Central,Furniture,DMI Arturo Collection Mission-style Design Wood Chair
49.08,Seattle,Washington,West,Technology,Logitech Desktop MK120 Mouse and keyboard Combo
324.90,Seattle,Washington,West,Office Supplies,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System
18.24,Seattle,Washington,West,Office Supplies,Col-Erase Pencils with Erasers
